filename,titre,f0 theorique,f1,f2,f3,f4,f5,f6,f7
glock-f5.wav,,699.51,1961,2071,3775,6200,6674,9099
glock-f6.wav,,1423,3900,4073,7373,9467,12038,17353
glock-f7.wav,,2835,6659,7567,13466
