filename,titre,f0 theorique,f1,f2,f3,f4,f5,f6,f7
vibra-f3.wav,,172,710,1757,1884,2456 
vibra-a4-bord.wav,,439,885,1314,1774,2543
vibra-a4-centre.wav,,439,885,1314,1774,2543
vibra-e6.wav,,1320,2650
